Feature,GHS01_Explosive,GHS02_Flammable,GHS03_Oxidising,GHS04_CompressedGas,GHS05_Corrosive,GHS06_AcuteToxicity,GHS07_Irritant,GHS08_HealthHazard,GHS09_Environmental,Mean_across_all_classes
Morgan_895,0.0,0.00020239048,0.002426835,0.0,0.0012581507,0.00034675078,0.0005630594,0.00053944933,0.00045472957,0.00064348505
Morgan_836,4.429712e-06,0.00011400708,0.0,0.0,0.00016582513,0.00015857977,0.0030269977,6.262399e-05,0.0022280093,0.0006400525
Morgan_504,0.0,0.00029546194,0.0,0.0010614458,9.638073e-05,0.000103207174,0.00024113068,0.0009944004,0.002961423,0.0006392722
Morgan_993,0.0,0.0015012524,0.0036932675,0.0,6.1031813e-05,6.1029237e-05,0.00023332788,3.1759824e-05,0.00011900419,0.0006334081
Morgan_968,0.0,0.0009108772,0.0,0.0,0.0039807823,0.00014413698,6.971175e-05,0.0003169082,0.0002722667,0.0006327426
Morgan_488,0.00023012889,0.00091044966,0.0,0.0,5.985425e-05,9.892345e-05,0.003495865,0.00022872839,0.0006700704,0.00063266885
Morgan_548,0.0,0.0009031438,0.0031720828,0.00035658188,5.0054794e-05,6.241607e-05,2.2783548e-05,0.00014321675,0.0009607525,0.00063011463
Morgan_297,0.0,0.00035803902,0.0050566895,0.0,0.00015474649,2.2273935e-05,4.0425625e-06,3.0188135e-05,3.9379975e-05,0.0006294844
Morgan_9,0.0,0.00027650004,0.0,0.0,0.00013025122,0.0009872203,0.0008516125,0.00059953483,0.002818979,0.00062934426
Morgan_741,0.0,0.0006111763,0.0,0.0,5.0188515e-05,4.034133e-05,0.0007341624,0.00027669474,0.003951389,0.000629328
Morgan_197,0.0,0.0013671201,0.0,0.0,0.0022635483,0.00023330467,0.0011290602,0.00055981526,0.000103710285,0.00062850653
Morgan_243,0.0,0.00398741,0.0,0.0,0.00031198937,0.00014015505,5.7260826e-05,2.8337692e-05,0.0010741088,0.00062214024
Morgan_632,0.0013405682,0.00045343002,0.0024119986,0.0,7.522262e-05,0.0011968445,6.0968618e-05,5.1856292e-05,0.0,0.00062120985
Morgan_431,7.648782e-05,0.00040558082,0.0,0.0,0.00010372295,5.1833802e-05,0.0030173713,6.299223e-05,0.0018651779,0.0006203519
Morgan_3,0.0,0.00014195108,0.0,0.0,5.0526414e-05,0.00029487364,0.0030082504,0.0014446274,0.0005931156,0.0006148161
Morgan_784,0.0,0.0,0.0,0.0,0.00021293206,0.00043336296,6.5774555e-05,0.0028383466,0.0019792633,0.0006144088
Morgan_258,0.0,0.002644057,0.0,0.0020492317,2.1419712e-05,3.613005e-05,0.0,0.00021581516,0.0005178286,0.00060938695
Morgan_950,0.0,0.0021086456,0.0,0.0,0.00010993314,6.749819e-05,0.0016957315,0.00040999084,0.0010639705,0.0006061967
Morgan_802,0.0,0.00047746365,0.0,0.0,4.777309e-05,8.48751e-05,2.7909276e-05,0.0035536345,0.0012600977,0.00060575036
Morgan_364,0.00011926494,0.00015114414,0.003661167,0.0,3.0430508e-06,3.1847965e-05,0.00082224543,0.0004924307,0.00013676485,0.00060198986
Morgan_94,0.00025098055,0.0030016545,0.0015944811,0.0,7.058777e-05,2.1072883e-05,0.00016402958,0.00021178654,4.6920253e-05,0.0005957236
Morgan_289,0.0,3.621112e-05,0.0027444593,0.0,0.0002060449,0.00023041022,0.00037021472,0.00032265502,0.0014435307,0.00059483625
Morgan_832,3.1674794e-05,0.0032989257,0.00045356574,0.0,4.4386994e-05,2.4029627e-05,0.0,0.00105718,0.00043960143,0.0005943738
Morgan_483,0.0,0.0006290085,0.0,0.0041181385,2.8020117e-05,0.0003400454,1.9628458e-05,0.00018038538,7.102562e-07,0.0005906596
Morgan_485,0.0,8.580823e-05,0.0,0.0035618898,2.325284e-05,5.5273566e-05,1.1136078e-05,0.00092611654,0.00064882357,0.00059025566
Morgan_212,6.2749394e-05,0.0,0.00014487757,0.0,0.0020829486,7.78192e-05,1.6502458e-05,0.002630648,0.0002843065,0.00058887247
Morgan_898,0.0002886175,0.0006116885,0.0,0.0,5.3740914e-05,0.0006512496,0.0007226123,0.0028306043,6.8220514e-05,0.00058074814
Morgan_54,0.0,0.00033924213,0.0,0.0002309659,3.1920546e-05,3.921814e-05,0.00039635933,5.520761e-05,0.004130477,0.0005803767
Morgan_385,0.0,0.0007386907,0.0,0.0028174066,0.00017527123,0.00016771774,1.8841502e-05,0.0011688902,8.580708e-05,0.0005747361
Morgan_393,0.0,0.0014845361,0.00073724077,0.0,4.887482e-05,9.240438e-05,0.0010803886,0.0012922595,0.00040063233,0.000570704
Morgan_469,0.0001634621,0.0002477065,0.0038673468,0.0,0.00030987844,2.0068752e-05,1.9704572e-05,0.00039549632,9.4838535e-05,0.00056872243
Morgan_896,0.0005690959,0.0006555533,0.00021099852,0.0,5.6012166e-05,0.0007624824,0.00028734008,0.0014447641,0.0011228367,0.00056767586
Morgan_58,0.0,0.0005870861,0.0028151488,0.0,2.3419074e-05,7.5982236e-05,0.00012723412,7.2031304e-05,0.0013889521,0.00056553935
Morgan_518,2.520805e-05,0.0009859721,0.0014861941,0.0023637111,1.7875007e-05,0.000121954065,2.168024e-05,6.3599684e-05,0.0,0.0005651327
Morgan_973,0.0,0.00026071092,0.0,0.0,2.8999553e-05,0.00048324504,1.9476636e-05,0.0041386015,0.00013229268,0.00056259177
Morgan_653,0.0,0.0005593594,0.00031885586,0.0,0.0002415347,0.00050205004,0.00011830098,0.00041191938,0.0029020377,0.000561562
Morgan_437,0.0,0.00057584763,0.0004434266,0.0015726285,7.112351e-06,9.262195e-05,0.0021642223,7.703723e-05,9.6530224e-05,0.00055882515
Morgan_104,0.0,0.00013782662,0.0,0.0034530119,7.88868e-06,0.00015126601,0.0004458525,8.676729e-05,0.0007073518,0.0005544405
MACCS_45,0.0,0.001520049,0.0,0.0,0.00047795454,0.00023770126,0.0010529321,0.0013454629,0.00034568214,0.00055330916
Morgan_106,0.0,0.00014878764,8.009955e-05,0.0015119474,7.2952535e-05,4.9662158e-05,0.0,0.00017805354,0.0028946996,0.0005484669
Morgan_387,0.0,3.3064945e-05,0.0001896892,3.241838e-05,0.003650676,7.8619516e-05,0.00013153932,0.00036728798,0.00044730277,0.0005478442
Morgan_56,0.0016588432,0.00058804266,0.0,0.0,6.966369e-06,8.622202e-05,0.0022852528,0.0001199596,0.00015564513,0.0005445479
Morgan_766,0.0,0.0005349966,0.0010306076,0.0010752893,0.00014064946,3.9659324e-05,9.7383e-05,0.0017094039,0.00024306974,0.0005412288
Morgan_745,0.00023779916,0.00235881,0.00052547705,0.0,0.0001660368,9.598295e-05,0.0005864524,0.00057016104,0.00031638853,0.00053967873
Morgan_965,0.0,0.00013464851,0.0,0.0,1.1010702e-05,4.0181585e-05,0.0037593595,0.00058306113,0.00028229092,0.0005345058
Morgan_1014,0.0,0.0021344293,0.0,0.0,0.00018965865,0.00014983302,3.9250754e-05,0.0012913683,0.00096730073,0.0005302045
Morgan_554,0.0001181567,0.0006094707,0.0,0.0018073557,0.0014582443,0.00028258638,0.0,0.00032535978,0.00013510765,0.0005262535
Morgan_526,0.0,0.0018873209,1.9195239e-05,0.0,0.00010854946,4.56317e-05,0.0,0.002441644,0.00022957673,0.0005257686
Morgan_931,0.0002409589,0.0003130392,0.0,0.0,0.00016367598,0.00017313797,0.0004046567,0.00038848975,0.003033605,0.0005241737
Morgan_868,0.0,0.0012242405,0.0006231684,0.0,6.3111154e-05,0.000111260175,5.72731e-06,0.0017218735,0.0009608271,0.0005233565
Morgan_897,0.0,0.002647503,0.0,0.0,3.863813e-05,0.00013374719,0.0008637761,0.0002374522,0.00076175877,0.00052031945
Morgan_639,0.0,1.6269058e-05,0.0027540103,0.0005520447,1.1431507e-05,0.00010810781,0.0,0.00013668509,0.0010837606,0.0005180343
Morgan_158,0.0006953083,0.0010411558,0.0,0.0,0.00011279615,1.3748447e-05,3.5250858e-05,3.8997943e-05,0.0026170968,0.0005060394
Morgan_769,0.0006344622,0.0021897743,0.0015177772,0.0,7.2761627e-06,5.7596433e-05,0.0,6.1194905e-06,5.4574935e-05,0.0004963979
Morgan_229,0.0009445803,0.00019913052,0.0010047586,0.0010174318,0.0010805444,6.284856e-05,2.0855476e-05,1.5695141e-05,5.8860394e-05,0.00048941164
Morgan_421,0.0,0.00029780294,0.0009445233,0.0,7.973969e-06,1.469424e-05,0.0003561631,0.0007623972,0.0019840884,0.00048529368
Morgan_556,0.0,0.0029861468,6.304512e-05,0.0,0.0,0.0001475926,0.0002821319,0.00031049788,0.00053309725,0.00048027906
Morgan_339,0.0007730077,0.0010426006,0.0005543854,0.0,0.0005505824,0.00041389058,0.000103535494,0.00011541616,0.0007648639,0.00047980912
Morgan_195,0.0,0.00023043033,0.0,0.0,3.0700707e-05,0.00010211513,0.0,0.0038909703,6.1651015e-05,0.00047954085
Morgan_588,0.0,0.0,0.0,0.0036588854,0.00016156744,3.690885e-05,0.0002387234,5.6686264e-07,0.00020394773,0.00047784438
Morgan_489,0.0,0.0005991908,0.0,0.0,0.0016666088,3.899928e-05,1.3984289e-05,0.0009163729,0.0010305886,0.00047397168
Morgan_19,0.0,0.001385902,0.00034879995,0.0,9.248454e-06,0.00029994344,1.3745531e-05,0.00036345256,0.0018413226,0.00047360163
Morgan_1010,0.0,0.00032439432,0.0,0.0036182988,9.595024e-06,6.5552325e-05,0.0,0.00015692,5.1807037e-05,0.00046961862
Morgan_930,5.874238e-05,7.386888e-05,0.002452846,8.130576e-05,3.9927323e-05,2.503836e-05,0.0,0.00038290993,0.0011092942,0.0004693259
Morgan_731,0.0,0.0010494489,0.0018680394,0.0,1.6591024e-06,9.8555654e-05,0.00090387533,0.0002882323,1.3963875e-05,0.00046930823
Morgan_624,0.0002823363,0.0004391608,0.0,0.0,7.069798e-05,4.6820707e-05,0.0005798424,0.0025885974,0.0002117566,0.0004688014
Morgan_71,0.0,0.0002773377,0.0,0.0,8.860295e-05,0.00015685306,1.5198364e-05,0.0036250933,2.9072131e-05,0.00046579528
Morgan_819,0.0,0.00076022686,0.0,0.0019287242,5.8243796e-07,0.00013971576,0.00034005544,8.946806e-06,0.0010001246,0.00046426404
Morgan_74,0.0,0.0003054155,0.0,0.0,9.463213e-05,8.427074e-05,0.003413435,0.00018545442,8.346575e-05,0.0004629637
Morgan_565,0.0,0.000112456364,0.0,0.0,0.00037242394,0.0017088075,0.0013866344,0.00034596518,0.00022755277,0.00046153786
Morgan_43,0.0,0.00027944756,0.0020898962,0.0,0.000163706,0.00013850605,0.0002812703,8.5067244e-05,0.0010739596,0.00045687254
Morgan_219,0.0,0.00091605086,0.0,0.0,0.0003368358,7.124232e-05,0.00013171084,0.0011793926,0.0014644841,0.00045552404
Morgan_31,0.0,0.00030513678,0.0,0.0,6.165982e-05,0.000263565,8.9002126e-05,0.0030985905,0.00025512528,0.00045256442
Morgan_750,0.0,0.002391889,0.0,0.0,6.108384e-05,0.00016163128,5.5724195e-05,0.0003581048,0.0009914137,0.00044664962
Morgan_788,0.0,0.00041327454,0.0,0.0033866174,9.308055e-05,4.2811066e-06,0.0,4.4828226e-05,2.3486096e-05,0.00044061863
Morgan_800,0.0,0.0001874655,0.0023114553,0.0010030736,1.2717926e-05,7.2744355e-05,3.61053e-05,0.00023619572,0.0,0.000428862
Morgan_978,0.0,0.000116361545,0.0033747968,0.0,3.6122387e-05,1.7630366e-05,4.819382e-05,9.5097676e-05,0.00015195041,0.00042668366
Morgan_497,0.0,0.0006858657,0.0,0.0006244503,0.00032253395,2.8903665e-05,0.00078382593,1.1931367e-05,0.0013710882,0.0004253999
Morgan_435,0.0,1.4555716e-05,0.0011178984,0.0,0.00042218005,0.00013923396,0.00153084,2.136093e-05,0.00056671345,0.0004236425
Morgan_332,0.0,0.0010598503,0.0,0.0,0.00015357154,6.4585365e-05,0.00039425076,0.0015137008,0.0006198723,0.0004228701
Morgan_853,0.0008008676,0.00016462294,0.00042699437,0.0,0.0002728432,4.015756e-05,0.0,0.00204232,5.1912553e-05,0.00042219096
Morgan_823,0.00015278057,0.0007781843,0.0,0.0,5.761469e-05,4.1338022e-05,2.3404556e-05,0.0021489505,0.00057501846,0.000419699
Morgan_602,0.0,0.00033841762,0.0,0.0,9.603533e-06,9.4308685e-05,0.0,0.00013582931,0.003172434,0.00041673257
Morgan_358,0.0,3.4890618e-05,0.0,0.0022998706,3.4474877e-05,5.3350395e-05,0.00024906918,0.00039185103,0.00063392054,0.00041082522
Morgan_820,0.0,0.00016532984,0.0,0.0,0.0019939097,0.00033810345,0.00025853855,0.00014894371,0.00077650795,0.000409037
Morgan_498,0.0004223667,1.9174206e-05,1.1604075e-05,0.0011881046,0.0,3.8849783e-05,0.00045925518,0.00013360589,0.0013423831,0.00040170483
Morgan_492,0.0,0.00087250955,0.0,0.0006176811,0.0014179265,0.00025535905,5.2738913e-05,3.9580427e-05,0.00034484325,0.00040007097
Morgan_873,0.0,0.00020090728,0.0,0.0,1.8021867e-05,1.7128918e-05,7.367745e-06,0.0025051935,0.00081248226,0.00039567795
Morgan_446,1.2009798e-06,0.0005219478,0.0016400102,0.0,5.308748e-06,0.000200963,0.00014020634,9.3026785e-05,0.000939032,0.0003935218
Morgan_723,0.0,0.0006353452,0.002318088,0.0,0.0,5.5152217e-05,0.00016233775,0.00029708748,6.348713e-05,0.00039238864
Morgan_455,0.0018494654,0.00014185952,0.0,0.0,0.0,9.933018e-05,7.376788e-05,0.00031720652,0.0010458905,0.0003919467
Morgan_46,0.0,0.0003783337,0.0,0.0,0.001608501,0.00023503724,0.00056354544,0.00060328806,6.714507e-05,0.00038398337
Morgan_133,0.0,2.4514955e-05,0.0,0.0,0.00072023505,0.00010191211,0.00026499937,0.00075376796,0.0015850208,0.0003833834
Morgan_477,0.0,0.0,0.0,0.0,5.201412e-05,6.261187e-05,0.0,0.0006724011,0.002603343,0.00037670776
Morgan_21,0.0,0.0008503528,0.0,0.0,0.0,8.998133e-05,0.0003704672,0.0017138693,0.0003365346,0.00037346725
Morgan_827,0.0014592602,0.00057382573,0.0,0.0006220417,4.3592263e-05,6.6743116e-05,0.0,0.0005209053,7.389265e-05,0.00037336236
Morgan_599,0.0,3.338392e-05,0.0023415664,0.0,5.326699e-05,4.508644e-05,0.00011456703,0.00047595688,0.0002647642,0.00036984356
Morgan_375,7.38377e-05,0.00040306925,0.001127726,0.0,0.00037222635,2.269907e-05,0.0,2.7052361e-05,0.0012769513,0.00036706246
Morgan_5,0.0013111238,0.0012743241,0.00018288096,0.0,0.00012333084,0.00017043292,6.0685787e-05,7.5431008e-06,0.00017130298,0.00036684715
Morgan_647,0.0,2.979199e-05,0.0,0.0,0.001259126,0.00035265146,2.71287e-05,0.00085248624,0.0007620715,0.00036480618
Morgan_179,0.0,0.00097002875,0.0,0.00022416357,0.0,0.0002731497,0.0006084451,0.0007628477,0.00041931594,0.00036199452
Morgan_298,0.0,0.0005237799,0.0,0.0,0.0009476452,0.00021261892,2.7501577e-05,0.0011694359,0.0003637499,0.00036052574
Morgan_1003,0.0,0.00011776504,0.0018387497,0.0,1.1282406e-05,6.4786e-05,0.0003022436,0.00049294386,0.0003918306,0.0003577335
Morgan_577,0.0,0.0008708673,0.0,0.0020369678,1.7532699e-05,8.5599764e-05,3.1851065e-05,0.00015764362,1.5152966e-05,0.00035729053
Morgan_263,0.00015894473,0.0015020218,0.0,0.0,0.00034353876,5.1853574e-05,0.00046734198,8.65149e-05,0.0006022033,0.00035693543
Morgan_430,0.0,0.00067397964,0.0,0.0013679068,0.0,6.371604e-05,3.185933e-05,0.00046629232,0.00059986976,0.0003559582
Morgan_412,0.0,0.0018940739,0.0,0.0,1.5829028e-05,8.2448496e-05,5.510766e-05,4.449105e-06,0.0011480126,0.00035554677
Morgan_96,0.0,0.0002955544,0.0016108747,0.0,7.1334354e-05,4.98116e-05,9.188061e-06,0.00040908775,0.0007387202,0.0003538412
Morgan_829,0.0001209818,0.00020070061,0.0014158167,0.0,0.0006316326,9.7071876e-05,3.9323924e-05,0.0005626028,0.00011341885,0.0003535055
Morgan_574,0.0,0.0002761107,0.0,0.0,0.0016280274,2.621344e-05,2.4058229e-05,0.0007501146,0.0004681769,0.00035252236
Morgan_241,0.0,6.352951e-05,0.0025582141,0.0,0.0003218661,8.1833976e-05,0.0,6.4270665e-05,4.7533227e-05,0.00034858304
Morgan_552,0.0,0.00057039293,0.0,0.0,1.4687542e-05,0.00010484395,0.00016320129,0.0014794691,0.00072384474,0.0003396044
Morgan_625,0.0,0.0001227805,0.0,0.0014231837,5.1264083e-06,0.00014717874,1.0815446e-05,0.0007500428,0.00057695346,0.00033734235
Morgan_576,0.0,0.0001599889,0.00045970993,0.0,4.159162e-05,0.0003171,0.0020058595,0.0,2.5981028e-05,0.00033447013
Morgan_75,0.0,0.00061998935,0.0,0.0,0.0,9.122614e-05,6.921158e-05,0.0020858617,0.00011509417,0.0003312648
Morgan_976,0.0,0.0004415273,0.00036694962,0.0,1.6386093e-05,0.00013461676,0.000609912,0.0008395861,0.00051120785,0.00032446507
Morgan_246,0.0010666703,0.000570536,0.0,0.0,0.000493013,6.677033e-05,2.3505072e-05,0.00035182445,0.00034565086,0.00032421888
Morgan_717,0.0,0.002240974,0.0,0.0,5.184854e-05,6.606917e-05,8.5909205e-06,0.00049723487,3.2585343e-05,0.00032192253
Morgan_239,0.0,0.0004419714,0.00047929183,0.0,0.00012762126,0.00057693064,0.00047083094,0.00063709967,0.0001579884,0.00032130379
Morgan_167,0.0,4.3724438e-05,0.0017136498,0.0,0.00048077296,5.827396e-05,0.00015236033,0.00041983734,1.5442823e-05,0.0003204513
Morgan_693,0.0,0.0022976436,0.0,0.0,0.00024793067,6.18664e-05,9.330838e-05,4.2150306e-05,0.00013679484,0.000319966
Morgan_403,0.0,0.00072982506,0.0,0.0,0.0004243614,0.00016538291,0.00021775789,0.0011595627,0.00017623598,0.00031923622
Morgan_564,0.0,0.0005708598,0.0,0.0,0.00069919607,0.00018895099,0.00013427818,0.0005291932,0.00074903393,0.0003190569
Morgan_310,0.0,0.00091908494,0.0,0.0,7.7087556e-05,0.00015028754,0.00020807362,0.00081821164,0.00058836374,0.00030678988
Morgan_645,0.0,0.00030982585,0.001665274,0.0,5.2413993e-06,4.8397633e-05,0.00027231127,4.262569e-05,0.00041055414,0.00030602555
Morgan_328,0.0,0.00075710175,0.0,0.0,0.00084914436,0.00013979244,0.00015602536,0.00036424963,0.0004826091,0.00030543585
Morgan_355,0.00012631607,9.137173e-06,0.0,0.0,0.0002878486,0.0002655002,0.000104890445,0.0015489426,0.00037935027,0.00030244282
Morgan_610,0.0,0.00017838784,0.0,0.0,0.00022693603,2.3389626e-05,0.00017086593,0.0020277314,7.354212e-05,0.00030009478
Morgan_407,0.0,0.00023789228,0.0,0.0,0.0012452768,0.000291365,0.00020653778,0.00043249963,0.00023710345,0.00029451944
Morgan_752,0.0,0.00020634991,0.0,0.0,3.0357594e-06,4.7749036e-05,0.0021340968,0.000120753386,0.00012993698,0.00029354688
Morgan_879,0.0,0.00057929003,0.0,0.0,0.00011597226,0.00086217135,0.0,0.00095526426,0.00012853566,0.00029347037
Morgan_419,0.0,0.00030229654,0.0,0.0,5.5994755e-05,1.4183995e-05,0.000587264,0.0015734287,8.756204e-05,0.00029119223
Morgan_304,0.0,0.0010338139,0.0,0.0,0.0,7.139305e-05,0.00072291336,0.0007614777,1.7719465e-05,0.00028970197
Morgan_676,0.00012440346,0.00035466926,0.0011125865,0.0,7.538337e-05,2.9344057e-05,0.00040241284,1.7172906e-05,0.00046722734,0.00028702218
Morgan_288,0.0,0.0012511,3.475282e-05,0.0,5.8788763e-05,0.00011955727,6.8096226e-05,0.000280539,0.0007561047,0.00028543765
Morgan_598,8.5560845e-05,4.910883e-05,0.0,0.0,0.00010356852,5.9913487e-05,0.0019617898,0.00010851206,0.00019045304,0.00028432297
Morgan_811,0.0,0.000106115804,0.0,0.0,3.8361886e-05,2.7238006e-05,0.0018874852,0.0,0.00048373608,0.00028254854
Morgan_997,0.0,0.0004084545,0.0,0.0,6.127053e-05,9.978309e-05,0.00049189845,0.0009888544,0.00048802947,0.0002820323
Morgan_338,0.0,0.0003822466,0.0003704898,0.0,8.92122e-06,0.00035896417,8.024918e-05,0.0011348374,0.00017110904,0.00027853527
Morgan_582,0.0,0.00074250216,0.0015166175,0.0,5.23047e-05,3.859376e-05,5.1677616e-06,0.00011937222,1.9454039e-05,0.00027711244
Morgan_203,0.0,0.00054669037,0.0,0.0,0.0010620065,2.380697e-05,0.00060255785,9.5201576e-05,0.0001606242,0.00027676526
Morgan_702,0.0,0.00023157142,0.0012325922,0.0,0.00027784088,6.46456e-05,0.00026549678,0.00015133784,0.00024717263,0.00027451746
Morgan_878,0.0,0.0006814382,5.0139213e-05,0.0,0.00036768647,3.1803756e-05,0.0003697446,0.0005074838,0.00045948505,0.0002741979
Morgan_629,0.0,0.0,0.0,0.0,0.002092678,5.3347438e-05,1.92921e-05,2.1631951e-05,0.00028077586,0.00027419173
Morgan_775,0.0,0.0009853968,0.0,0.0,7.120951e-05,2.0149995e-05,0.0011621309,0.00016092775,3.481365e-05,0.00027051425
Morgan_37,0.0,0.0007430985,0.0012461656,0.0,6.9338625e-05,8.0215614e-05,0.0,0.0002058521,8.240995e-05,0.00026967557
Morgan_609,0.0,0.00016451001,0.0,0.0016258318,0.00034970886,1.2271778e-05,1.0623827e-05,0.0002017085,2.6165133e-05,0.00026564664
Morgan_649,0.00019260577,2.3523746e-05,0.0,0.0,2.8398494e-05,4.4527653e-05,1.8386267e-05,0.0003202771,0.0017082578,0.00025955297
Morgan_531,0.0,0.00073797454,0.0,0.0,0.0002600181,5.9893147e-05,0.0007676194,0.00028368656,0.00022546698,0.00025940652
MACCS_8,0.0,0.00025399573,0.0,0.0,0.0,0.0001088932,0.00014524037,0.0016128935,0.00021221576,0.00025924874
Morgan_381,0.0,0.00019054308,0.0,0.0,0.0012148763,0.00013115621,6.780525e-05,0.00016858208,0.00052111637,0.00025489772
Morgan_86,0.0,0.0005491378,0.00015883091,0.0,4.854804e-05,0.0001438626,1.5312324e-05,0.0,0.0012862063,0.00024465533
Morgan_638,0.00050683116,0.00038664715,0.0002541864,0.0,0.00040679748,8.633145e-05,2.210363e-05,0.0005074206,2.405399e-05,0.00024381909
Morgan_266,0.0,0.0018998884,0.0,0.0,0.00012518474,6.2045125e-05,0.0,6.33898e-05,3.1172654e-05,0.00024240899
Morgan_221,0.0,0.0007465905,0.00024341911,0.0,0.00015730548,0.000115622875,2.436671e-05,0.0007390827,0.00015208675,0.0002420527
Morgan_772,0.0,0.00021061566,0.0,0.0,0.0007023147,7.928305e-05,0.00078501797,0.00013836095,0.00023978075,0.00023948587
Morgan_544,0.0,0.00052837236,0.0008207065,0.0,3.831394e-06,6.441625e-05,0.0,7.977447e-05,0.00064773584,0.00023831517
Morgan_706,5.9253576e-05,0.00076222,0.0,0.0,4.759535e-05,0.0003233445,0.0001112944,0.0004715218,0.00030033087,0.00023061785
Morgan_646,4.341937e-05,0.0010384205,0.0,0.0,8.280347e-05,0.000129427,0.00016092462,0.0003654127,0.00021212919,0.00022583742
Morgan_240,0.00013598209,0.00031028775,0.0,0.0,1.3548936e-06,2.8380426e-05,0.00058858836,0.000911494,4.768428e-05,0.00022486354
Morgan_883,1.910419e-05,0.00012014388,0.0,0.0,0.0008879943,7.926993e-05,0.00020298047,0.0004632722,0.00024428562,0.00022411672
Morgan_186,0.00049878174,0.00053480064,0.00030800607,0.0,3.7794045e-05,0.00010793267,0.00037142873,9.093665e-06,0.00013699713,0.0002227594
Morgan_107,0.00010529886,0.0010703658,0.0,0.0,0.00067339797,2.0651441e-05,6.6886125e-05,0.0,3.6383946e-05,0.00021922046
Morgan_451,0.0,0.0009663284,0.0,0.0,7.9616366e-05,7.685018e-05,7.501432e-05,0.00022286744,0.0005487149,0.00021882128
Morgan_587,0.0,5.4073353e-05,0.0,0.0,0.0005468192,4.5719175e-05,0.0,6.879339e-05,0.0012165933,0.00021466649
Morgan_684,0.0,8.1261824e-05,0.0,0.0,1.93429e-05,6.499169e-05,6.5633576e-05,0.0004653922,0.0012343634,0.00021455396
Morgan_62,0.00013136676,2.7255133e-05,0.00078485167,0.0,0.00039153526,5.8069385e-05,0.00014161141,0.0002829815,9.9598605e-05,0.00021302997
Morgan_170,0.0,1.5775993e-05,0.0012152413,0.0,5.7149693e-05,5.184128e-05,0.0001227647,0.00015699408,0.00029558415,0.00021281681
Morgan_126,0.0,0.0013512808,0.0,0.0,8.085922e-06,9.0869886e-05,0.00013899487,9.783035e-05,0.00021344544,0.00021116747
Morgan_869,0.0,0.00011973217,0.0,0.0,4.303384e-05,5.700954e-06,0.0005761358,2.3289334e-05,0.0011316728,0.00021106277
Morgan_804,0.0,0.00088090065,0.0,0.0,1.046731e-05,0.00015731169,1.7907936e-05,0.0007104647,0.000116640185,0.00021041029
Morgan_336,0.0,0.000598519,0.0,0.0,1.3194928e-05,0.00027683208,0.00013973325,0.00012348572,0.0007417377,0.00021038919
Morgan_757,0.0,4.9393988e-05,0.00078049884,0.0,0.0004797195,0.00022951864,0.0,1.52407e-05,0.00032618604,0.00020895086
Morgan_503,0.0,6.582561e-05,0.00012838098,0.0,2.5291876e-05,3.270759e-05,6.471536e-05,9.050269e-05,0.0014445479,0.00020577466
Morgan_259,0.0,0.0014428694,0.0,0.0,5.3650074e-05,4.6410373e-06,4.257218e-06,0.00013360295,0.00019904577,0.00020422961
Morgan_380,4.974588e-05,0.0010165568,0.0,0.0,1.7066834e-06,1.2564007e-05,1.7576667e-05,0.0006836376,4.8475806e-05,0.0002033626
Morgan_502,0.0,0.00026363946,0.0,0.0,0.0013381471,0.00010951861,7.115763e-05,5.675593e-06,3.5351837e-05,0.00020261003
Morgan_1018,0.0,0.0005201267,0.0003896976,0.0,7.928702e-06,5.3435087e-05,0.00029881595,0.00049055443,4.2606054e-05,0.00020035161
Morgan_69,0.0,0.0004365738,0.0,0.0,4.604437e-05,0.00034295412,6.748278e-06,0.00069491065,0.0002748396,0.00020023009
Morgan_1022,0.0,0.00030163955,0.0,0.00075379515,7.374782e-05,8.580753e-05,0.00048756754,4.971116e-05,4.2225718e-05,0.00019938828
Morgan_689,0.0,0.00021381467,0.0,0.0006683246,6.653557e-05,4.2052765e-05,0.0003934268,0.00017761209,0.00022249747,0.00019825155
Morgan_975,0.0,0.000121194316,0.00010718868,0.0012482511,0.00012394997,1.0956506e-05,5.124692e-05,1.3467066e-05,7.0246e-05,0.00019405562
Morgan_413,0.0,0.0008884776,0.0,0.0,4.5836852e-05,8.742307e-05,8.555777e-06,0.00015234089,0.00054695643,0.00019217673
Morgan_447,0.0,0.00090190204,0.0,0.0,0.0007444726,3.4196484e-05,0.0,3.9843097e-05,0.0,0.00019115715
Morgan_1013,0.0,0.0006589846,0.0008825817,0.0,5.8971427e-06,9.149452e-06,0.0,0.0,0.00012378629,0.00018671103
Morgan_72,0.0,0.00028119714,0.0,0.00025379087,0.00044227013,0.00010950924,6.419632e-05,0.00026003912,0.00024220259,0.00018368948
Morgan_157,0.0,0.00023431575,0.0007886835,4.7820606e-05,1.0526202e-05,6.755466e-05,5.6031245e-06,0.00017679326,0.00030346244,0.00018163993
Morgan_351,0.0,0.00021284021,0.00061967084,0.0,0.00011724399,0.00046084472,1.32430705e-05,0.00014534459,2.1605565e-05,0.00017675478
Morgan_754,0.0,0.0007251992,0.0,0.0,2.51669e-05,3.104374e-05,4.6512696e-06,9.078237e-05,0.00070324383,0.00017556525
Morgan_131,0.0,0.00033988396,0.00033800202,0.0,1.2041303e-05,3.0516414e-05,6.697417e-05,0.0007751585,0.0,0.0001736196
